id,movie,production_budget,domestic_gross,worldwide_gross,year,month,return_ratio
22,The Frozen Ground,19200000.0,0.0,5617460.0,2013,August,-0.7074239583333334
23,The Devil's Double,19100000.0,1361512.0,5965646.0,2011,July,-0.616379162303665
24,Back to the Future,19000000.0,212259762.0,385524784.0,1985,July,30.46234452631579
25,Dances with Wolves,19000000.0,184208842.0,424200000.0,1990,November,31.021518
26,Scary Movie,19000000.0,157019771.0,277200000.0,2000,July,21.85367215789474
27,Bad Teacher,19000000.0,100292856.0,215448997.0,2011,June,15.617992263157895
28,Sausage Party,19000000.0,97670358.0,141344255.0,2016,August,11.579716473684211
29,Sea of Love,19000000.0,58571513.0,58571513.0,1989,September,5.165422421052631
30,Just Married,19000000.0,56127162.0,101564935.0,2003,January,7.299584052631579
31,I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0,2009,September,4.445675894736842
32,A Cinderella Story,19000000.0,51438175.0,70164105.0,2004,July,5.40012
33,The Shining,19000000.0,44017374.0,44728227.0,1980,May,3.670821105263158
34,Thirteen Ghosts,19000000.0,41867960.0,68467960.0,2001,October,4.807153684210526
35,House on Haunted Hill,19000000.0,40846082.0,65090541.0,1999,October,4.575611736842105
36,The Crazies,19000000.0,39123589.0,56445534.0,2010,February,4.029953842105263
37,Notorious,19000000.0,36843682.0,44972183.0,2009,January,3.306098157894737
38,Nobodyâs Fool,19000000.0,31713110.0,32589493.0,2018,November,2.3843475263157896
39,The Switch,19000000.0,27758465.0,49858465.0,2010,August,3.0851015789473686
40,Leap Year,19000000.0,25918920.0,32618920.0,2010,January,2.080938947368421
41,The Book Thief,19000000.0,21488481.0,76086711.0,2013,November,4.135536421052632
42,"Gone, Baby, Gone",19000000.0,20300218.0,34352162.0,2007,October,1.876441052631579
43,Thomas and the Magic Railroad,19000000.0,15911332.0,15911332.0,2000,July,0.6748770526315789
44,Mutiny on The Bounty,19000000.0,13680000.0,13680000.0,1962,November,0.44
45,Sen to Chihiro no Kamikakushi,19000000.0,10049886.0,274949886.0,2002,September,13.999988
46,Sex Drive,19000000.0,8402485.0,10412485.0,2008,October,-0.009738421052631578
47,Firestorm,19000000.0,8123860.0,8123860.0,1998,January,-0.14485684210526314
48,Take Me Home Tonight,19000000.0,6928068.0,7576604.0,2011,March,-0.2365962105263158
49,Won't Back Down,19000000.0,5310554.0,5745503.0,2012,September,-0.4181022631578947
50,Action Point,19000000.0,5059608.0,5103675.0,2018,June,-0.4650903684210526
51,The Fall of the Roman Empire,19000000.0,4750000.0,4750000.0,1964,January,-0.5
52,The Nutcracker,19000000.0,2119994.0,2119994.0,1993,November,-0.7768427368421053
53,George Balanchine\'s The Nutcracker,19000000.0,2119994.0,2119994.0,2011,December,-0.7768427368421053
54,Kansas City,19000000.0,1353824.0,1353824.0,1996,August,-0.8574922105263157
55,Out of the Inferno,19000000.0,0.0,0.0,2016,March,-1.0
56,George A. Romero's Land of the Dead,18975000.0,20700082.0,47751015.0,2005,June,2.6074359420289857
57,IndigÃ¨nes,18900000.0,320700.0,26063572.0,2006,December,0.3959932275132275
58,The Amityville Horror,18500000.0,65233369.0,109175673.0,2005,April,8.427515783783784
59,Adaptation,18500000.0,22498520.0,32531759.0,2002,December,1.9746096756756757
60,The Invention of Lying,18500000.0,18451251.0,32679264.0,2009,October,1.7638116216216215
61,Fear and Loathing in Las Vegas,18500000.0,10680275.0,13711903.0,1998,May,0.31849610810810813
62,Ne le dis Ã personne,18500000.0,6198883.0,33954018.0,2008,July,1.170427081081081
63,Left Behind,18500000.0,4221341.0,4221341.0,2001,February,-0.5436388108108108
64,Neighbors,18000000.0,150086800.0,270944428.0,2014,May,22.390623777777776
65,Borat,18000000.0,128505958.0,261443242.0,2006,November,20.663844444444443
66,The Mask,18000000.0,119920129.0,351620129.0,1994,July,25.196681
67,Big,18000000.0,114968774.0,151668774.0,1988,June,13.81319711111111
68,Legally Blonde,18000000.0,96493426.0,141809235.0,2001,July,12.239036722222222
69,Mean Girls,18000000.0,86047227.0,130953026.0,2004,April,11.05556961111111
70,Star Trek III: The Search for Spock,18000000.0,76471046.0,87000000.0,1984,June,8.081724777777778
71,The Exorcism of Emily Rose,18000000.0,75072454.0,144529078.0,2005,September,11.200085111111111
72,Deuce Bigalow: Male Gigolo,18000000.0,65535067.0,92935067.0,1999,December,7.803896333333333
73,Barbershop 2: Back in Business,18000000.0,65070412.0,65842412.0,2004,January,6.272934666666667
74,The Family Stone,18000000.0,60062868.0,92357499.0,2005,December,7.467798166666666
75,Bad Santa,18000000.0,60060328.0,77147031.0,2003,November,6.622631055555556
76,Predator,18000000.0,59735548.0,98267558.0,1987,June,7.777950333333333
77,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,2016,March,7.432564611111111
78,The Perfect Guy,18000000.0,57027435.0,60278166.0,2015,September,5.516977833333334
79,Austin Powers: International Man of Mystery,18000000.0,53883989.0,67683989.0,1997,May,5.753776555555556
80,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,2011,March,6.021873833333333
81,Amadeus,18000000.0,51973029.0,51973029.0,1984,September,4.774781
82,Prom Night,18000000.0,43869350.0,57193655.0,2008,April,4.614611388888889
83,Soul Surfer,18000000.0,43853424.0,47158652.0,2011,April,4.0562264444444445
84,Under the Tuscan Sun,18000000.0,43601508.0,57490024.0,2003,September,4.616196222222222
85,Uncle Drew,18000000.0,42469946.0,46527161.0,2018,June,3.944283722222222
86,Birdman or (The Unexpected Virtue of Ignorance),18000000.0,42340598.0,103215094.0,2014,October,7.086427333333333
87,Peggy Sue Got Married,18000000.0,41382841.0,41382841.0,1986,October,3.5980934444444443
88,Gosford Park,18000000.0,41300105.0,41300105.0,2001,December,3.5889005555555555
89,Orange County,18000000.0,41059716.0,43308707.0,2002,January,3.687134611111111
90,Blue Jasmine,18000000.0,33404871.0,102912961.0,2013,July,6.5732128888888885
91,United 93,18000000.0,31567134.0,77635035.0,2006,April,5.066787166666667
92,Honey,18000000.0,30272254.0,62646763.0,2003,December,4.162167611111111
93,The Fog,18000000.0,29511112.0,37048526.0,2005,October,2.6977576666666665
94,Spy Hard,18000000.0,26936265.0,26936265.0,1996,May,1.9929183333333333
95,Ricki and the Flash,18000000.0,26839498.0,41166033.0,2015,August,2.7780850555555556
96,Glory,18000000.0,26593580.0,26593580.0,1989,December,1.9548422222222221
97,Conan the Destroyer,18000000.0,26400000.0,26400000.0,1984,June,1.9333333333333333
98,Love the Coopers,18000000.0,26302731.0,42227490.0,2015,November,2.8072345
99,Catch-22,18000000.0,24911670.0,24911670.0,1970,June,1.7679633333333333
100,Observe and Report,18000000.0,24007324.0,27148898.0,2009,April,1.8420123333333334
1,Raging Bull,18000000.0,23380203.0,23380203.0,1980,November,1.5978003333333333
2,Love Happens,18000000.0,22965110.0,36133014.0,2009,September,2.283229111111111
3,Fame,18000000.0,22455510.0,80227619.0,2009,September,4.704618277777778
4,The Circle,18000000.0,20497844.0,40651864.0,2017,April,2.397206
5,Young Sherlock Holmes,18000000.0,19739000.0,19739000.0,1985,December,1.1932222222222222
6,127 Hours,18000000.0,18335230.0,60217171.0,2010,November,3.364022277777778
7,Small Time Crooks,18000000.0,17266359.0,29934477.0,2000,May,1.6222686666666666
8,Center Stage,18000000.0,17200925.0,21361109.0,2000,May,1.1423352222222223
9,Norm of the North,18000000.0,17062499.0,30535660.0,2016,January,1.6443421666666667
10,Catch That Kid,18000000.0,16703799.0,16959614.0,2004,February,0.8701896111111111
11,Jobs,18000000.0,16131410.0,43402515.0,2013,August,2.307440277777778
12,Life as a House,18000000.0,15652637.0,23889158.0,2001,October,1.1967663888888889
13,Youth in Revolt,18000000.0,15285588.0,19685588.0,2010,January,0.9428431111111111
14,And So It Goes,18000000.0,15160801.0,17920013.0,2014,July,0.837823
15,"I Love You, Beth Cooper",18000000.0,14800725.0,16382538.0,2009,July,0.7324035
16,Blow Out,18000000.0,13747234.0,13747234.0,1981,July,0.5274704444444445
17,The Tailor of Panama,18000000.0,13491653.0,27491653.0,2001,March,1.2768503333333334
18,The Legend of the Lone Ranger,18000000.0,13400000.0,13400000.0,1981,May,0.4888888888888889
19,Labor Day,18000000.0,13371528.0,14189810.0,2014,January,0.5311854444444445
20,Getaway,18000000.0,10501938.0,11813989.0,2013,August,0.23977372222222224
21,The Ice Storm,18000000.0,8038061.0,16011975.0,1997,September,0.3361131111111111
22,Being Julia,18000000.0,7739049.0,14488705.0,2004,October,0.23487522222222224
23,Troop Beverly Hills,18000000.0,7190505.0,7190505.0,1989,March,-0.201055
24,Nine 1/2 Weeks,18000000.0,6734844.0,6734844.0,1986,February,-0.251684
25,The Last Station,18000000.0,6617867.0,15696146.0,2010,January,0.2396673888888889
26,Dragonslayer,18000000.0,6000000.0,6000000.0,1981,June,-0.3333333333333333
27,Ed Wood,18000000.0,5828466.0,5828466.0,1994,September,-0.3523926666666667
28,Mongol,18000000.0,5705761.0,27147349.0,2008,June,0.8251727777777778
29,RocknRolla,18000000.0,5700626.0,27794339.0,2008,October,0.8608313888888889
30,Megaforce,18000000.0,5675599.0,5675599.0,1982,June,-0.3693778888888889
31,Mao's Last Dancer,18000000.0,4806750.0,25941437.0,2010,August,0.7082326111111111
32,Hamlet,18000000.0,4501094.0,7129670.0,1996,December,-0.35384644444444446
33,The Railway Man,18000000.0,4438438.0,23910210.0,2014,April,0.5749248888888889
34,Restoration,18000000.0,4100000.0,4100000.0,1995,December,-0.5444444444444444
35,Midnight Special,18000000.0,3712282.0,7680250.0,2016,March,-0.36708155555555555
36,Miss Sloane,18000000.0,3500605.0,7719630.0,2016,November,-0.3766536111111111
37,Metallica Through the Never,18000000.0,3419967.0,9082906.0,2013,September,-0.30539594444444446
38,Anything Else,18000000.0,3203044.0,13203044.0,2003,September,-0.08855066666666667
39,Unforgettable,18000000.0,2483790.0,2483790.0,1996,February,-0.7240233333333334
40,T2: Trainspotting,18000000.0,2402004.0,42091262.0,2017,March,1.471848111111111
41,Das Weisse Band: Eine deutsche Kindergeschichte,18000000.0,2222862.0,25727044.0,2009,December,0.5527725555555556
42,8 Million Ways to Die,18000000.0,1305114.0,1305114.0,1986,April,-0.8549873333333333
43,Phantom,18000000.0,1034589.0,1199510.0,2013,March,-0.8758833888888888
44,The Salton Sea,18000000.0,676698.0,676698.0,2002,April,-0.9248113333333333
45,The Informers,18000000.0,315000.0,315000.0,2009,April,-0.965
46,One Man's Hero,18000000.0,229311.0,229311.0,1999,September,-0.974521
47,Carlos,18000000.0,145526.0,1619153.0,2010,October,-0.9019622777777778
48,Renaissance,18000000.0,70644.0,2401413.0,2006,September,-0.8626635
49,I Come with the Rain,18000000.0,0.0,627422.0,2008,December,-0.9651432222222223
50,I Am Wrath,18000000.0,0.0,309608.0,2016,April,-0.9827995555555555
51,Wolves,18000000.0,0.0,94953.0,2014,November,-0.9947248333333333
52,Day of the Dead,18000000.0,0.0,0.0,2008,April,-1.0
53,The Prince,18000000.0,0.0,0.0,2014,August,-1.0
54,Forsaken,18000000.0,0.0,0.0,2016,February,-1.0
55,Red Sonja,17900000.0,6905861.0,6908640.0,1985,June,-0.22824016759776536
56,Red Lights,17700000.0,49521.0,14518884.0,2012,July,-0.17692627118644066
57,Superbad,17500000.0,121463226.0,169955142.0,2007,August,15.652478171428571
58,Madea Goes To Jail,17500000.0,90508336.0,90508336.0,2009,February,9.343809828571429
59,Step Up 2 the Streets,17500000.0,58017783.0,148586910.0,2008,February,10.805982457142857
60,Hoodwinked,17500000.0,51386611.0,109843390.0,2006,January,8.213142914285715
61,Hotel Rwanda,17500000.0,23519128.0,36521223.0,2004,December,2.4308772
62,Beerfest,17500000.0,19185184.0,20159316.0,2006,August,1.248257142857143
63,Black Nativity,17500000.0,7018188.0,7285135.0,2013,November,-0.18266725714285714
64,City of Ghosts,17500000.0,325491.0,325491.0,2003,April,-0.9628010285714286
65,Taxi 4,17500000.0,0.0,60865364.0,2007,December,2.4780208
66,A Quiet Place,17000000.0,188024361.0,334522294.0,2018,April,29.738038529411764
67,The Others,17000000.0,96522687.0,207765056.0,2001,August,16.899279
68,Aliens,17000000.0,85160248.0,183316455.0,1986,July,14.792747235294117
69,Letâs Be Cops,17000000.0,82390774.0,136890774.0,2014,August,11.898914588235295
70,I Know What You Did Last Summer,17000000.0,72250091.0,125250091.0,1997,October,10.617657764705882
71,My Fair Lady,17000000.0,72000000.0,72071636.0,1964,October,7.474802117647059
72,Sideways,17000000.0,71502303.0,109793192.0,2004,October,9.664440882352942
73,The Best Man Holiday,17000000.0,70525195.0,72835710.0,2013,November,7.432994411764706
74,Friday the 13th,17000000.0,65002019.0,92670237.0,2009,February,8.274838588235294
75,Pitch Perfect,17000000.0,65001093.0,116044347.0,2012,September,9.649731764705882
76,Halloween: H2O,17000000.0,55041738.0,55041738.0,1998,August,5.475498588235294
77,Evil Dead,17000000.0,54239856.0,97778356.0,2013,April,7.942247764705883
78,Jet Li's Hero,17000000.0,53652140.0,177535958.0,2004,August,12.599299882352941
79,Saw 3D,17000000.0,45710178.0,133735284.0,2010,October,9.555615411764705
80,"McFarland, USA",17000000.0,44480275.0,45707924.0,2015,February,4.305188176470589
81,Almost Christmas,17000000.0,42065185.0,42493506.0,2016,November,3.9740406470588234
82,The Hills Have Eyes,17000000.0,41778863.0,70355813.0,2006,March,5.596157411764706
83,40 Days and 40 Nights,17000000.0,37939782.0,95092667.0,2002,March,6.8254381764705885
84,Good Boy!,17000000.0,37667746.0,45312217.0,2003,October,3.8811742941176472
85,Smokin' Aces,17000000.0,35662731.0,57263440.0,2007,January,4.4662453529411765
86,A Night at the Roxbury,17000000.0,30331165.0,30331165.0,1998,October,2.5683723529411764
87,Beastly,17000000.0,27865571.0,38028230.0,2011,March,2.8761059411764704
88,Brooklyn's Finest,17000000.0,27163593.0,39233233.0,2010,March,2.9056956470588235
89,Tron,17000000.0,26918576.0,26918576.0,1982,July,2.1668912941176472
90,Lottery Ticket,17000000.0,24719879.0,24719879.0,2010,August,1.9082210588235293
91,Dickie Roberts: Former Child Star,17000000.0,22734486.0,23734486.0,2003,September,1.7334689411764705
92,ATL,17000000.0,21170563.0,21170563.0,2006,March,1.4906544705882352
93,Summer Catch,17000000.0,19693891.0,19693891.0,2001,August,1.3169283529411764
94,A Simple Plan,17000000.0,16316273.0,16316273.0,1998,December,0.9195615294117647
95,Larry the Cable Guy: Health Inspector,17000000.0,15680099.0,15680099.0,2006,March,0.8447175294117647
96,Wes Craven Presents: They,17000000.0,12840842.0,16140842.0,2002,November,0.7048049411764706
97,The Adventures of Elmo in Grouchland,17000000.0,11634458.0,11634458.0,1999,October,0.36875976470588234
98,Superman IV: The Quest for Peace,17000000.0,11227824.0,11227824.0,1987,July,0.3209204705882353
99,55 Days at Peking,17000000.0,10000000.0,10000000.0,1963,May,0.17647058823529413
100,My Life in Ruins,17000000.0,8677425.0,20477425.0,2009,June,0.7149911764705882
1,American Dreamz,17000000.0,7314027.0,16510971.0,2006,April,0.4014704705882353
2,How She Move,17000000.0,7070641.0,8607815.0,2008,January,-0.07773788235294117
3,Running Scared,17000000.0,6855137.0,9729088.0,2006,February,-0.024457352941176472
4,The Apparition,17000000.0,4936819.0,10637281.0,2012,August,-0.08387647058823529
5,Bobby Jones: Stroke of Genius,17000000.0,2694071.0,2694071.0,2004,April,-0.6830504705882353
6,Shanghai Surprise,17000000.0,2315000.0,2315000.0,1986,August,-0.7276470588235294
7,L'illusionniste,17000000.0,2231474.0,8609949.0,2010,December,-0.36226923529411764
8,Roar,17000000.0,2110050.0,2110050.0,1981,January,-0.7517588235294118
9,Veronica Guerin,17000000.0,1569918.0,9438074.0,2003,October,-0.3524710588235294
10,Genius,17000000.0,1361045.0,7265283.0,2016,June,-0.4925689411764706
11,Southland Tales,17000000.0,275380.0,364607.0,2007,November,-0.9623537058823529
12,Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,2015,June,-0.7580311176470588
13,"Mune, le gardien de la lune",17000000.0,0.0,14534046.0,2017,September,-0.14505611764705884
14,Chasseurs de dragons,17000000.0,0.0,13446115.0,2009,June,-0.20905205882352942
15,Damnation Alley,17000000.0,0.0,0.0,1977,October,-1.0
16,Crawl,17000000.0,0.0,0.0,2019,July,-1.0
17,The Young Messiah,16800000.0,6469813.0,7313697.0,2016,March,-0.1795529761904762
18,FUR: An Imaginary Portrait of Diane Arbus,16800000.0,223202.0,2281089.0,2006,November,-0.8509350595238095
19,My Girl,16500000.0,58011485.0,58011485.0,1991,November,6.031695151515152
20,Wall Street,16500000.0,43848100.0,43848100.0,1987,December,4.314921212121212
21,Sense and Sensibility,16500000.0,42993774.0,134993774.0,1995,December,9.787124121212122
22,The Illusionist,16500000.0,39868642.0,83792062.0,2006,August,6.4945881212121215
23,Becoming Jane,16500000.0,18663911.0,39380876.0,2007,August,2.517865878787879
24,House of Sand and Fog,16500000.0,13005485.0,16157923.0,2003,December,0.7674792727272727
25,Sydney White,16500000.0,11892415.0,13636339.0,2007,September,0.5471972121212121
26,Arn - Tempelriddaren,16500000.0,0.0,21404122.0,2007,December,0.2972195151515152
27,Dead Poets Society,16400000.0,95860116.0,239500000.0,1989,June,19.44878756097561
28,Dumb & Dumber,16000000.0,127175374.0,246400000.0,1994,December,22.348460875
29,When Harry Met Sallyâ¦,16000000.0,92823546.0,92961960.0,1989,July,10.611594125
30,Road Trip,16000000.0,68525609.0,119739110.0,2000,May,10.7665449375
31,The Verdict,16000000.0,53977250.0,53977250.0,1982,December,5.74715625
32,Varsity Blues,16000000.0,52894169.0,54294169.0,1999,January,5.699271125
33,Moonrise Kingdom,16000000.0,45512466.0,68848446.0,2012,May,6.147557
34,The Artist,16000000.0,44667095.0,128256712.0,2011,November,9.8077379375
35,The Unborn,16000000.0,42670410.0,78208812.0,2009,January,6.554951375
36,The Master of Disguise,16000000.0,40363530.0,40363530.0,2002,August,4.04544125
37,The Texas Chainsaw Massacre: The Beginning,16000000.0,39517763.0,50517763.0,2006,October,4.627220375
38,El Laberinto del Fauno,16000000.0,37634615.0,87041569.0,2006,December,6.7922615
39,The Roommate,16000000.0,37300107.0,52545707.0,2011,February,4.615363375
40,The Messengers,16000000.0,35374833.0,53774833.0,2007,February,4.571854125
41,See Spot Run,16000000.0,33357476.0,43057552.0,2001,March,3.77593925
42,Double Impact,16000000.0,29090445.0,29090445.0,1991,August,2.636305625
43,Baby Boy,16000000.0,28734552.0,28734552.0,2001,June,2.591819
44,Joe Dirt,16000000.0,27087695.0,30987695.0,2001,April,2.629711875
45,The Women,16000000.0,26902075.0,50103808.0,2008,September,3.8128676875
46,Hot Fuzz,16000000.0,23618786.0,81742618.0,2007,April,5.58508775
47,Vicky Cristina Barcelona,16000000.0,23216709.0,104504817.0,2008,August,6.982595375
48,Boys and Girls,16000000.0,21799652.0,21799652.0,2000,June,1.7249565
49,Superfly,16000000.0,20537137.0,20723581.0,2018,June,1.578794875
50,LÃ©on,16000000.0,19284974.0,45284974.0,1994,November,3.03562175
51,Remember Me,16000000.0,19068240.0,56506120.0,2010,March,3.7233975
52,White Oleander,16000000.0,16357770.0,21657770.0,2002,October,1.37597125
53,Jennifer's Body,16000000.0,16204793.0,31943401.0,2009,September,2.009262125
54,Drowning Mona,16000000.0,15427192.0,15980376.0,2000,March,0.962973
55,Radio Days,16000000.0,14792779.0,14792779.0,1987,January,0.849097375
56,How to Deal,16000000.0,14108518.0,14108518.0,2003,July,0.76356475
57,Left Behind,16000000.0,14019924.0,20769209.0,2014,October,1.1743208125
58,Soul Plane,16000000.0,13922211.0,14553807.0,2004,May,0.779751125
59,My Stepmother Is an Alien,16000000.0,13854000.0,13854000.0,1988,December,0.73175
60,People Like Us,16000000.0,12431792.0,12617472.0,2012,June,0.565579
61,The Thirteenth Floor,16000000.0,11810854.0,11810854.0,1999,May,0.47635675
62,The Cookout,16000000.0,11540112.0,11540112.0,2004,September,0.442514
63,Meteor,16000000.0,8400000.0,8400000.0,1979,October,0.05
64,Highlander,16000000.0,5900000.0,12900000.0,1986,March,0.175
65,Bleed for This,16000000.0,5083906.0,6603926.0,2016,November,-0.2695105
66,Hollywood Ending,16000000.0,4839383.0,14839383.0,2002,May,0.229922875
67,Duets,16000000.0,4734235.0,6615452.0,2000,September,-0.2906445625
68,Detroit Rock City,16000000.0,4217115.0,5825314.0,1999,August,-0.3723481875
69,Things We Lost in the Fire,16000000.0,3287315.0,8120148.0,2007,October,-0.2870335625
70,The Homesman,16000000.0,2429989.0,8217571.0,2014,November,-0.3345275
71,Trance,16000000.0,2322593.0,22594052.0,2013,April,0.5572903125
72,The Immigrant,16000000.0,2013456.0,7585011.0,2014,May,-0.4000958125
73,Steel,16000000.0,1686429.0,1686429.0,1997,August,-0.789196375
74,The White Countess,16000000.0,1669971.0,2814566.0,2005,December,-0.7197164375
75,Bienvenue chez les Ch'tis,16000000.0,1477650.0,247474497.0,2008,July,14.5595091875
76,"Men, Women and Children",16000000.0,705908.0,1685403.0,2014,October,-0.8505430625
77,Enter the Void,16000000.0,337997.0,1467278.0,2010,September,-0.8871703125
78,Good,16000000.0,31631.0,31631.0,2008,December,-0.996046125
79,Vamps,16000000.0,3361.0,94812.0,2012,November,-0.9938641875
80,Haeundae,16000000.0,0.0,64733391.0,2010,May,3.0458369375
81,Hachiko: A Dog's Story,16000000.0,0.0,47707417.0,2010,March,1.9817135625
82,Zulu,16000000.0,0.0,1844228.0,2013,December,-0.88473575
83,Second Act,15700000.0,39282227.0,63288854.0,2018,December,5.533189872611465
84,Juwanna Mann,15600000.0,13571817.0,13771817.0,2002,June,0.7527970512820513
85,La MÃ´me,15500000.0,10299782.0,88611837.0,2007,June,5.381394774193549
86,Ararat,15500000.0,1693000.0,1693000.0,2002,November,-0.7815483870967742
87,Slow Burn,15500000.0,1237615.0,1237615.0,2007,April,-0.8403077419354839
88,Madison,15500000.0,517262.0,517262.0,2005,April,-0.9332565161290323
89,The Yellow Handkerchief,15500000.0,318623.0,318623.0,2010,February,-0.9588873548387097
90,Wasabi,15300000.0,81525.0,7000000.0,2002,September,-0.5371552287581699
91,Slither,15250000.0,7802450.0,12930343.0,2006,March,0.35952740983606557
92,Home Alone,15000000.0,285761243.0,476684675.0,1990,November,49.829727866666666
93,Beverly Hills Cop,15000000.0,234760478.0,316300000.0,1984,December,35.7373652
94,Top Gun,15000000.0,179800601.0,356799634.0,1986,May,34.773349
95,Tootsie,15000000.0,177200000.0,177200000.0,1982,December,22.626666666666665
96,3 Men and a Baby,15000000.0,167780960.0,167780960.0,1987,November,21.370794666666665
97,The Kingâs Speech,15000000.0,138797449.0,430821168.0,2010,November,36.97457446666667
98,American Beauty,15000000.0,130058047.0,356258047.0,1999,September,31.421072933333335
99,"Crouching Tiger, Hidden Dragon",15000000.0,128067808.0,213514672.0,2000,December,21.772165333333334
100,Twins,15000000.0,111936388.0,216600000.0,1988,December,20.90242586666667
1,Scream,15000000.0,103046663.0,173046663.0,1996,December,17.406221733333332
2,Annabelle: Creation,15000000.0,102092201.0,305384865.0,2017,August,26.165137733333335
3,Jackass Presents: Bad Grandpa,15000000.0,102003019.0,160903019.0,2013,October,16.5270692
4,Heaven Can Wait,15000000.0,98800000.0,98800000.0,1978,June,12.173333333333334
5,The Color Purple,15000000.0,93589701.0,93589701.0,1985,December,11.4786268
6,The Imitation Game,15000000.0,91125143.0,227740463.0,2014,November,20.257707066666665
7,Beetlejuice,15000000.0,73839613.0,73887546.0,1988,March,8.848477266666666
8,Ben-Hur,15000000.0,73000000.0,73259017.0,1959,November,8.750601133333333
9,Mama,15000000.0,71628180.0,148095566.0,2013,January,13.648249733333333
10,Private Benjamin,15000000.0,69847348.0,69847348.0,1980,October,8.312979733333334
11,Coal Miner's Daughter,15000000.0,67182787.0,67182787.0,1980,March,7.957704933333333
12,Lethal Weapon,15000000.0,65192350.0,120192350.0,1987,March,11.35898
13,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,2010,March,8.397195733333334
14,National Lampoonâs Vacation,15000000.0,61400000.0,61400000.0,1983,July,7.1866666666666665
15,Halloween,15000000.0,58269151.0,77514401.0,2007,August,8.0522368
16,The Queen,15000000.0,56441711.0,128885873.0,2006,September,11.355172266666667
17,Why Did I Get Married?,15000000.0,55204525.0,55934178.0,2007,October,6.409246866666667
18,The Woman in Black,15000000.0,54333290.0,128955898.0,2012,February,11.2192792
19,Little Women,15000000.0,50003303.0,50003303.0,1994,December,5.6671070666666665
20,The Deer Hunter,15000000.0,50000000.0,50009253.0,1979,January,5.667283533333333
21,BlacKkKlansman,15000000.0,49275340.0,93017335.0,2018,August,8.486178333333333
22,When a Stranger Calls,15000000.0,47860214.0,67215435.0,2006,February,6.671709933333333
23,Big Fat Liar,15000000.0,47811275.0,52461017.0,2002,February,5.684819466666666
24,Cop Land,15000000.0,44906632.0,63706632.0,1997,August,6.240884266666667
25,Wag the Dog,15000000.0,43057470.0,64252038.0,1997,December,6.1539672
26,Snitch,15000000.0,42930462.0,57907734.0,2013,February,5.7225464
27,The Lizzie McGuire Movie,15000000.0,42734455.0,55534455.0,2003,May,5.551260666666667
28,Krampus,15000000.0,42725475.0,61788393.0,2015,December,5.9675912
29,End of Watch,15000000.0,41003371.0,57586606.0,2012,September,5.5726651333333335
30,The Faculty,15000000.0,40283321.0,40283321.0,1998,December,4.371109466666667
31,What's Love Got to Do With It,15000000.0,39100956.0,39100956.0,1993,June,4.2134608
32,Not Another Teen Movie,15000000.0,37882551.0,62401343.0,2001,December,5.685592933333333
33,Wild,15000000.0,37880356.0,52460543.0,2014,December,5.0227266
34,Lawrence of Arabia,15000000.0,37495385.0,69995385.0,1962,December,6.166051333333334
35,The Theory of Everything,15000000.0,35893537.0,123327692.0,2014,November,9.6147486
36,Drive,15000000.0,35060689.0,81357930.0,2011,September,6.761241266666667
37,The Skulls,15000000.0,35007180.0,35007180.0,2000,March,3.667624
38,Hawaii,15000000.0,34562222.0,34562222.0,1966,October,3.6082962666666667
39,The Favourite,15000000.0,34366783.0,94113929.0,2018,November,7.5653808
40,Malibu's Most Wanted,15000000.0,34308901.0,34499204.0,2003,April,3.587207
41,All About Steve,15000000.0,33862903.0,40127259.0,2009,September,3.9326774666666666
42,Where the Heart Is,15000000.0,33771174.0,40862054.0,2000,April,3.9755485333333334
43,Halloween 2,15000000.0,33392973.0,38512850.0,2009,August,3.793721533333333
44,The Last House on the Left,15000000.0,32752215.0,46526243.0,2009,March,4.285230533333333
45,Because of Winn-Dixie,15000000.0,32647042.0,33508485.0,2005,February,3.4103684666666667
46,The Wedding Date,15000000.0,31726995.0,47175038.0,2005,February,4.260135533333333
47,The Princess Bride,15000000.0,30857000.0,30859628.0,1987,September,3.1144418666666667
48,Halloween: Resurrection,15000000.0,30259652.0,37659652.0,2002,July,3.5279536
49,The Great Debaters,15000000.0,30226144.0,30261293.0,2007,December,3.0324958
50,When the Game Stands Tall,15000000.0,30127963.0,30138912.0,2014,August,3.0177916666666667
51,Clash of the Titans,15000000.0,30000000.0,44400000.0,1981,June,3.96
52,Confessions of a Teenage Drama Queen,15000000.0,29331068.0,33118854.0,2004,February,3.163328133333333
53,The Object of my Affection,15000000.0,29145924.0,29145924.0,1998,April,2.8861232
54,28 Weeks Later,15000000.0,28638916.0,64232714.0,2007,May,5.191442
55,Grosse Pointe Blank,15000000.0,28084357.0,31070412.0,1997,April,2.9436512666666665
56,Love and Basketball,15000000.0,27441122.0,27709625.0,2000,April,2.6767164666666665
57,Home Again,15000000.0,27020284.0,37336874.0,2017,September,3.2904772
58,Book of Shadows: Blair Witch 2,15000000.0,26421314.0,47721314.0,2000,October,3.9428418666666665
59,Boogie Nights,15000000.0,26410771.0,43111725.0,1997,October,3.634833066666667
